temp_max,temp_min,rainfall,humidity,wind_speed,soil_moisture,ndvi,altitude,fall_armyworm,ear_rot,stem_borer,corn_earworm,locust
30.6,22.2,4.7,53.2,3.2,34.1,0.35,1838.3,Medium,None,None,Medium,High
35.5,25.8,2.8,56.7,0.8,43.7,0.64,1341.6,High,High,Low,High,Low
29.0,17.9,0.1,58.2,6.8,31.7,0.47,2113.1,None,Low,Medium,Medium,Low
28.6,23.9,7.7,46.9,7.3,37.9,0.89,2451.5,High,None,Medium,None,High
34.4,25.1,0.1,51.2,6.7,12.9,0.54,2403.8,Low,High,Low,High,None
34.5,25.4,7.2,94.3,1.5,44.8,0.36,1252.2,Medium,Medium,High,None,None
35.6,25.6,11.2,60.8,8.0,12.6,0.47,1184.8,None,Medium,None,None,Low
36.7,21.2,2.8,50.8,2.4,50.9,0.66,2427.7,Medium,High,Medium,Low,High
39.7,25.8,3.8,50.3,5.9,51.2,0.25,1579.7,Medium,Medium,None,Low,Low
34.2,23.6,3.2,81.0,7.3,21.9,0.62,1154.1,Low,Medium,Medium,Low,Low
31.9,17.6,2.5,87.7,2.3,26.2,0.85,2001.9,None,Low,High,None,High
37.5,20.8,10.9,57.8,7.3,34.1,0.8,1283.5,Medium,Low,Low,Low,Low
31.2,23.2,11.2,46.0,2.8,39.8,0.25,1254.3,High,High,Medium,None,None
33.3,18.5,2.0,56.2,7.8,24.4,0.9,2294.7,Low,Low,High,Low,Medium
28.9,22.4,4.8,47.8,2.6,39.6,0.69,1076.2,Low,None,None,High,High
28.3,22.7,13.1,50.2,7.7,24.9,0.31,909.5,Low,None,Medium,High,None
39.6,17.6,16.4,66.6,0.9,12.8,0.21,1257.6,High,Low,High,High,Medium
38.0,21.7,3.6,56.5,5.8,10.1,0.32,1831.8,Low,Low,Medium,Low,None
36.4,23.7,3.0,70.8,4.5,15.1,0.79,1009.2,None,Medium,None,Medium,Medium
32.9,21.0,1.6,57.7,4.1,49.6,0.22,1601.7,High,Low,None,Low,Low
30.1,16.1,16.0,92.0,2.2,58.1,0.36,1866.5,Medium,None,Low,None,Low
29.9,16.1,0.8,90.3,5.8,31.3,0.73,2242.9,None,Medium,None,Medium,Low
31.0,19.6,4.3,73.3,1.9,35.6,0.61,1190.8,High,High,Medium,Medium,High
34.6,25.3,1.7,62.7,4.6,17.3,0.75,2189.5,Medium,None,None,High,Medium
36.6,18.3,1.6,64.1,2.4,37.6,0.72,1199.3,Medium,Medium,None,Medium,High
35.9,22.3,2.6,65.6,7.7,17.2,0.24,1950.5,Low,Medium,Low,None,Medium
31.4,18.2,33.6,81.4,0.7,40.6,0.82,1532.1,High,Medium,Low,High,None
39.5,19.2,0.3,67.6,2.0,56.7,0.36,995.0,None,None,Medium,Medium,Low
36.9,24.5,4.3,87.8,2.3,19.8,0.59,2014.2,Low,High,Medium,High,High
34.7,23.3,0.4,92.2,3.6,48.2,0.65,1170.2,None,Medium,None,High,Medium
35.3,17.0,0.8,61.8,2.2,11.2,0.32,1100.3,High,High,None,Low,High
33.0,20.3,2.9,73.0,4.2,28.8,0.88,1409.1,Medium,None,None,None,None
31.0,16.3,3.6,49.8,7.0,15.5,0.54,1910.6,Medium,Medium,Low,None,Low
32.3,20.8,1.5,55.0,5.8,27.6,0.24,1197.8,None,High,None,None,Low
37.1,22.6,1.9,65.7,4.8,18.7,0.86,1112.2,Medium,Low,Medium,None,Low
28.2,17.2,0.5,55.3,1.2,28.7,0.61,816.9,High,Low,None,Low,Low
29.4,18.9,1.8,88.8,5.7,30.9,0.69,1601.8,Low,Medium,High,High,Low
28.6,20.0,17.0,52.9,1.7,25.0,0.57,1528.7,High,None,Low,High,Medium
28.5,25.2,14.5,67.8,6.4,42.8,0.78,1197.6,Low,Medium,Low,Medium,Low
38.3,25.9,2.0,75.3,2.4,55.9,0.22,891.2,High,None,High,None,None
36.4,16.4,4.2,79.6,3.6,30.0,0.39,1529.7,None,None,Medium,Low,Medium
33.7,23.6,12.0,64.2,3.1,19.6,0.53,2139.9,Medium,Medium,Medium,Medium,Low
29.2,19.7,0.0,88.5,6.9,23.5,0.25,2016.0,High,None,High,None,Medium
33.9,19.9,8.3,73.4,1.4,52.7,0.69,2263.4,High,High,Low,High,Low
33.7,23.5,14.8,67.0,4.7,38.6,0.48,816.3,Low,High,High,High,High
30.1,25.2,0.5,48.4,1.6,32.8,0.39,2442.9,Low,Medium,Low,Low,Medium
33.2,25.5,0.9,68.2,5.8,17.5,0.2,1380.4,None,High,High,Medium,High
32.8,21.8,16.2,86.0,7.3,32.5,0.7,2483.7,High,High,Low,None,Medium
35.4,19.6,3.9,75.7,3.8,23.9,0.78,1229.5,Medium,Low,Low,Medium,Low
35.6,23.9,0.1,86.6,4.2,57.2,0.48,1601.6,Low,High,Medium,None,Low
28.5,18.5,1.5,69.7,7.5,54.2,0.59,1401.7,None,None,None,None,Medium
32.5,21.6,3.0,50.9,4.4,14.2,0.36,1404.8,High,Low,None,Medium,Medium
35.5,19.6,5.9,45.7,4.2,35.8,0.64,2231.9,Medium,Medium,Low,Medium,Medium
34.0,22.6,6.6,60.2,4.8,21.3,0.21,2068.9,Low,Medium,Medium,Medium,None
38.3,18.4,26.9,79.9,5.7,30.5,0.54,2486.7,Low,None,High,Low,Medium
35.9,17.9,1.7,84.5,1.3,53.8,0.65,1843.0,Low,Low,Medium,Medium,High
30.0,25.2,3.9,59.8,6.7,36.4,0.84,1587.5,Medium,Medium,High,High,Medium
28.8,17.0,3.8,69.8,3.8,26.7,0.47,953.1,High,Low,Medium,High,Low
35.7,21.1,2.6,66.1,1.0,20.4,0.74,2494.2,High,High,None,High,High
28.3,18.2,0.9,65.5,6.4,50.0,0.62,1737.6,Low,Medium,None,High,Low
35.0,16.4,19.0,56.6,3.3,41.2,0.85,1990.8,High,None,Medium,Medium,None
39.3,16.4,9.6,51.8,1.3,33.4,0.48,1491.5,Low,None,Low,Medium,High
34.9,17.8,3.4,54.8,5.3,20.9,0.42,1731.1,Low,Medium,None,None,None
32.7,24.7,4.6,47.8,7.1,26.7,0.82,2402.4,High,Low,Low,None,Medium
35.7,18.8,1.3,54.9,7.2,58.0,0.23,1082.9,Low,None,Medium,High,None
33.5,25.5,3.9,45.5,7.7,36.0,0.3,1297.0,Low,Low,Low,High,None
34.5,21.8,5.9,76.4,7.0,30.0,0.26,1058.5,High,Low,High,Medium,None
39.3,20.4,3.6,60.8,0.5,36.1,0.79,2146.8,None,None,Medium,Low,Low
32.6,21.8,23.2,93.7,3.4,48.9,0.21,905.5,High,Medium,Medium,None,None
39.5,21.2,4.7,54.7,6.6,27.0,0.8,938.8,High,High,High,Low,None
38.9,23.6,2.3,62.3,3.2,18.9,0.52,1307.4,Medium,Medium,Low,Low,High
30.3,18.8,7.4,62.9,5.0,39.2,0.2,1674.1,None,High,Medium,Low,High
28.8,19.5,0.9,45.4,5.0,43.3,0.48,1490.7,Low,None,High,High,High
29.2,24.9,2.4,87.0,3.2,45.6,0.33,876.2,None,Low,Medium,None,High
28.2,25.5,2.1,46.6,7.3,54.1,0.64,2427.7,Low,Medium,High,Medium,Low
29.1,24.9,2.8,92.0,4.3,28.6,0.68,2419.9,High,Medium,Low,Low,High
36.2,20.2,7.6,89.6,4.0,13.8,0.54,1274.9,Low,Medium,Medium,High,Medium
28.9,23.8,3.3,71.8,8.0,57.9,0.23,2043.6,Low,Medium,None,High,Low
31.8,20.8,7.9,72.2,4.2,31.8,0.66,1783.6,Medium,Medium,High,Low,Medium
38.1,21.0,4.3,77.7,1.8,41.2,0.79,1203.7,Medium,None,High,High,None
28.3,18.0,2.1,64.4,4.3,43.3,0.7,1245.7,High,Medium,High,Medium,High
37.8,21.9,8.3,77.4,6.6,37.3,0.78,1635.0,Low,Medium,Medium,None,Low
31.4,17.9,1.4,47.2,6.3,20.3,0.34,1512.7,High,High,None,Medium,None
29.4,19.3,1.3,47.7,6.4,47.8,0.82,1295.1,Medium,Medium,None,None,None
36.4,24.6,3.5,67.9,5.8,50.2,0.43,2172.8,Low,Medium,High,Medium,None
35.5,18.1,1.5,72.5,2.4,37.6,0.21,1618.5,Low,Medium,Low,High,High
38.5,16.7,0.0,89.4,7.0,34.4,0.79,1913.2,Low,High,Low,High,High
36.8,16.7,5.2,50.2,7.2,15.7,0.86,1121.8,Medium,High,Medium,Low,Low
37.6,25.4,3.6,86.1,2.0,14.2,0.66,1707.0,None,High,Low,Low,Low
31.4,21.1,2.9,55.5,1.5,27.0,0.36,1340.6,High,Medium,Medium,None,None
30.1,20.1,17.1,64.7,7.8,25.5,0.38,1694.9,Medium,None,Low,Low,High
37.0,24.1,4.2,60.8,7.0,57.7,0.53,2127.4,High,Medium,Medium,None,None
37.7,24.4,10.0,65.0,7.2,49.2,0.83,2107.2,None,Medium,High,Low,High
39.9,19.3,0.8,52.5,7.1,43.0,0.3,1402.2,Low,High,None,Medium,Medium
33.0,22.9,4.2,70.2,4.6,35.9,0.78,1980.3,None,None,Low,High,High
32.5,23.7,10.1,85.1,5.3,18.4,0.4,2400.2,Low,Medium,Low,None,Medium
37.3,22.5,4.4,67.1,4.6,58.9,0.77,1863.6,High,Low,High,Low,Medium
32.1,17.5,6.3,69.5,0.9,28.8,0.84,1052.3,None,High,Low,Low,Medium
39.2,24.8,2.3,87.4,6.1,15.3,0.5,1955.5,Low,None,Low,None,High
38.3,21.4,0.5,80.3,4.3,34.7,0.46,978.3,None,Medium,Medium,Low,High
33.1,18.8,3.1,69.5,5.4,53.7,0.76,2282.6,Low,Low,Low,Low,Medium
37.0,20.3,2.5,57.9,4.3,54.4,0.57,1678.3,High,None,High,Medium,Medium
37.1,16.4,10.1,89.2,4.2,10.5,0.68,1454.7,Medium,Medium,High,High,High
29.2,17.3,1.4,73.9,1.8,54.3,0.64,896.9,Medium,None,Medium,Low,High
38.8,23.7,17.0,56.1,2.6,23.6,0.31,1447.3,Low,Medium,Medium,Medium,Medium
34.1,16.0,15.9,58.5,1.7,11.9,0.79,2335.5,High,High,None,None,None
37.9,20.2,1.4,85.2,2.0,52.4,0.34,835.7,Medium,High,Medium,High,None
31.8,21.2,2.1,47.2,7.8,53.2,0.85,1606.9,Low,None,Medium,None,High
38.7,16.5,11.3,94.6,1.6,39.8,0.38,2383.0,Low,High,Low,None,None
32.7,25.7,17.0,51.5,2.5,38.7,0.71,1471.2,High,Low,None,None,None
28.1,18.3,2.9,84.8,4.9,50.7,0.4,1527.9,Medium,High,High,Low,None
38.9,19.0,1.9,64.7,5.1,49.3,0.42,1783.6,Medium,High,Low,Medium,Medium
29.1,19.0,3.7,69.6,1.7,54.5,0.42,1587.0,Low,None,Medium,High,Medium
31.8,18.3,5.8,89.0,6.5,37.6,0.72,1086.6,None,Low,None,High,Low
39.4,16.0,1.6,65.6,6.4,58.4,0.59,831.5,Medium,Low,Low,Low,None
39.4,23.3,6.7,71.9,2.3,59.8,0.82,1836.7,Medium,High,High,Medium,High
34.9,25.7,0.3,47.5,2.7,15.8,0.42,2365.4,Medium,Low,Low,Medium,High
35.6,18.2,0.3,45.1,7.5,52.5,0.68,980.8,Medium,Medium,Medium,High,None
33.4,22.6,2.4,57.2,6.7,35.0,0.73,1158.6,None,Medium,None,Medium,None
31.5,23.4,2.2,79.0,5.7,29.4,0.31,1429.4,High,High,Low,Medium,Medium
31.9,24.5,1.9,51.1,1.1,40.7,0.48,2174.9,High,High,High,Medium,High
36.1,20.2,3.4,50.7,3.6,12.8,0.54,1257.7,High,Low,Medium,Medium,High
37.0,19.0,1.9,65.5,4.7,35.3,0.45,2299.5,Low,Medium,High,None,Medium
37.5,19.3,1.1,77.4,1.9,53.5,0.43,893.4,Low,High,High,None,High
37.5,23.1,1.9,80.6,3.9,20.7,0.68,2399.6,High,High,High,Medium,None
29.1,24.2,18.4,53.9,5.0,31.3,0.35,1753.3,Medium,None,High,High,None
33.9,17.8,2.6,49.0,3.0,57.0,0.7,1919.9,Medium,Low,None,Low,Medium
28.7,19.7,2.9,92.0,6.4,31.4,0.85,1425.1,High,Low,High,High,High
34.6,25.0,4.3,58.0,6.8,27.9,0.6,2129.4,Medium,Low,None,None,Medium
33.3,24.1,20.5,87.7,2.9,32.0,0.63,1083.2,Medium,None,None,Low,High
38.7,25.8,1.4,88.2,6.8,36.0,0.25,883.2,None,Low,None,Low,High
32.2,23.5,5.7,83.6,1.3,41.6,0.81,1472.4,None,Medium,Low,High,Medium
29.4,19.9,6.3,53.4,6.8,50.0,0.4,2251.3,None,Low,Medium,Low,None
29.7,21.9,4.7,86.1,1.6,32.6,0.63,2083.4,High,Medium,Low,Low,None
37.1,22.6,0.5,83.5,1.1,50.9,0.89,1679.2,Low,None,None,None,High
35.4,16.8,5.6,74.8,5.3,36.7,0.62,1772.6,Low,High,Low,Medium,None
29.2,21.4,0.3,61.9,4.0,26.9,0.71,1020.8,High,High,Low,High,None
29.0,23.1,4.5,58.1,7.3,42.9,0.51,2229.2,Medium,Medium,High,Low,High
36.4,17.7,6.7,51.1,3.2,45.9,0.24,2137.8,Medium,High,Low,High,High
28.9,23.8,1.2,70.5,2.7,37.9,0.76,1916.0,Low,None,None,High,None
37.9,21.8,9.2,74.3,4.3,12.8,0.22,1592.5,High,High,Low,None,High
36.5,25.5,0.2,63.0,3.9,18.5,0.69,2439.6,None,None,Low,High,None
29.0,16.4,9.3,68.8,3.1,24.3,0.22,2294.4,None,Low,Medium,Low,Low
29.0,18.7,3.1,63.2,5.7,24.1,0.8,1895.5,None,Low,Low,None,Medium
39.8,22.0,1.2,77.1,6.2,43.7,0.31,1432.1,Low,Medium,Low,Medium,High
32.5,19.0,0.7,90.1,6.9,10.9,0.56,1850.6,Low,Low,Low,Medium,None
32.4,23.1,15.3,53.2,7.8,47.8,0.62,1778.2,Medium,Medium,Low,Low,Low
37.8,23.6,0.4,64.1,2.5,23.3,0.52,1470.2,None,Low,High,None,None
39.4,17.0,1.1,52.0,5.9,25.5,0.44,1321.3,Medium,High,None,High,High
39.8,21.1,2.1,76.2,3.5,36.4,0.53,1491.9,None,Medium,High,Medium,Medium
37.0,21.1,4.8,81.4,5.6,20.8,0.42,1775.6,None,None,Medium,Low,Low
32.5,19.7,3.9,91.6,4.1,54.2,0.51,1527.8,Medium,Low,None,Low,None
29.0,25.3,0.7,58.9,8.0,14.3,0.45,1248.1,High,High,High,None,Medium
37.3,24.3,1.7,92.5,6.0,32.2,0.6,2093.6,High,Low,High,Low,Medium
34.7,23.0,1.4,48.2,7.6,52.5,0.37,1703.5,High,Medium,Medium,Medium,High
33.1,23.1,1.2,75.2,6.8,40.8,0.89,915.0,Medium,Medium,Low,Medium,Low
38.9,20.6,2.6,47.9,7.3,24.6,0.55,1426.1,Medium,Low,Medium,None,High
29.3,25.2,6.1,89.7,6.6,31.0,0.34,2304.4,Medium,Low,Low,High,Low
33.9,22.9,1.2,71.5,3.9,45.3,0.53,2083.9,Medium,Low,None,Low,Low
28.1,23.3,2.3,78.5,2.4,58.7,0.81,1349.5,None,None,High,Medium,Low
33.6,24.6,2.5,86.6,3.3,54.7,0.22,2394.9,Medium,Low,High,Low,Medium
28.7,18.7,18.7,52.5,0.7,27.1,0.68,930.2,Low,None,None,Low,High
29.4,24.1,15.5,46.9,4.4,59.9,0.58,2434.1,Low,Low,High,None,Medium
29.4,18.0,8.1,88.9,4.3,10.2,0.32,1217.7,Medium,Low,Medium,Medium,Medium
35.8,19.5,1.4,60.7,4.4,11.4,0.77,815.5,None,High,None,Low,None
37.0,19.4,0.4,51.4,7.8,51.2,0.46,1537.5,Low,Medium,Low,None,None
35.0,25.8,1.9,68.4,7.3,20.0,0.41,1410.2,None,High,Low,None,Medium
39.5,24.6,1.6,74.9,1.7,13.0,0.78,1716.5,High,None,High,Low,Medium
32.5,23.0,3.5,46.5,3.3,21.9,0.65,2154.5,None,None,High,None,High
31.4,23.3,7.5,58.7,3.7,31.3,0.83,2232.1,Low,High,None,Medium,None
38.4,21.6,9.8,46.6,3.2,46.5,0.64,1482.1,High,Medium,Medium,Low,None
30.7,25.5,9.3,66.0,6.5,41.2,0.72,1530.7,Low,None,High,Medium,Low
39.6,21.0,2.2,89.8,4.4,21.9,0.79,1051.9,None,Low,High,High,High
28.1,19.8,5.8,94.1,4.8,35.2,0.24,880.8,Low,Medium,None,Medium,Medium
39.6,17.6,1.9,76.9,6.9,56.3,0.74,1890.1,None,High,Medium,High,Low
28.5,23.9,0.3,53.1,6.5,50.8,0.63,909.5,None,None,High,High,Low
38.7,23.3,6.0,90.3,1.5,26.2,0.25,2047.5,None,Medium,Low,High,None
34.3,19.8,0.0,70.8,5.9,59.1,0.56,1716.5,Low,Medium,Low,None,Low
39.9,16.3,2.6,52.7,3.8,45.4,0.26,1137.6,High,High,High,High,High
28.9,24.4,2.0,91.1,2.7,13.1,0.72,1717.2,Medium,High,None,High,High
34.6,16.1,5.9,82.9,0.9,11.8,0.58,1111.1,Medium,Low,High,Low,Medium
39.6,23.0,7.3,81.6,4.2,18.4,0.87,1545.9,None,Medium,Low,Low,None
34.3,25.7,1.8,80.5,3.2,46.4,0.33,2159.3,Low,High,None,High,Medium
35.6,20.4,8.3,55.0,2.4,19.2,0.62,1585.3,High,Medium,None,Medium,High
36.3,18.3,1.7,55.6,5.7,35.6,0.35,1052.8,None,High,None,Low,None
33.5,23.0,3.0,79.4,6.3,14.7,0.63,2030.5,High,High,None,High,High
35.5,24.2,6.5,56.0,2.3,56.0,0.71,1117.5,Low,None,Medium,Low,High
35.0,21.5,5.9,66.9,0.9,27.2,0.71,2055.5,High,None,None,None,Low
38.8,25.7,21.9,84.1,6.9,55.4,0.77,1614.9,Low,High,High,Medium,Medium
28.5,16.5,1.3,84.2,0.6,57.2,0.8,1571.4,Low,Low,Medium,Medium,Medium
31.4,21.0,5.4,67.7,7.5,10.3,0.25,2247.4,High,None,Low,High,Medium
39.4,23.2,4.7,84.6,5.2,33.2,0.44,2004.6,High,Low,Low,Low,None
38.7,24.6,12.3,86.9,2.9,11.2,0.68,855.9,None,High,Medium,High,None
33.5,17.8,0.9,77.7,2.3,55.4,0.55,1303.5,High,None,Low,Low,None
35.4,24.0,7.0,56.4,0.6,35.9,0.33,2280.6,None,Medium,None,Medium,High
31.3,21.5,4.2,58.7,2.3,13.7,0.59,831.2,None,None,High,None,Low
30.3,20.0,1.6,60.7,1.5,15.5,0.49,1726.9,Medium,None,Low,Low,Medium
33.6,17.3,3.2,50.8,5.1,29.2,0.47,2037.3,Medium,Low,None,High,High
32.2,24.7,2.0,58.7,1.7,57.0,0.77,1857.2,High,None,Medium,None,Low
35.0,17.6,4.3,55.5,4.5,44.6,0.49,2092.9,Low,High,Medium,High,Medium
28.9,19.1,11.0,67.8,4.9,53.4,0.22,2033.7,None,High,Low,Low,Low
39.7,18.9,4.2,90.4,2.7,28.3,0.24,1976.5,Medium,High,High,None,Low
39.8,24.7,5.0,50.2,0.8,12.2,0.8,2196.6,Low,None,Medium,None,Low
36.4,22.7,3.7,81.0,0.8,58.7,0.87,1897.7,Low,Medium,Medium,Medium,High
34.4,24.0,0.3,79.4,0.7,10.9,0.68,1484.1,Low,None,Low,Low,High
31.7,18.5,1.3,49.8,6.0,57.4,0.46,1602.2,None,Low,High,Medium,None
37.8,22.2,3.4,91.1,2.9,28.4,0.86,2018.4,Low,Medium,Low,Medium,High
36.2,21.7,1.9,73.4,6.5,10.5,0.66,2289.7,Low,Medium,Medium,Low,High
30.0,24.3,1.0,63.2,3.7,44.5,0.79,1262.8,Medium,None,Low,Low,None
38.9,25.1,3.5,82.8,3.9,59.0,0.74,1381.5,Medium,Low,Medium,Low,None
37.9,16.1,1.9,57.9,4.3,58.3,0.47,2382.3,None,High,None,High,Low
39.4,22.7,1.5,79.7,5.8,18.0,0.54,1783.5,None,Low,None,Low,Medium
36.7,16.5,3.1,47.0,2.6,19.1,0.33,1104.2,Low,High,High,None,Medium
35.4,21.5,0.7,87.0,1.4,38.3,0.4,1928.3,None,High,Low,Low,Low
33.0,18.9,13.1,67.4,4.7,41.9,0.74,2484.3,Medium,Medium,Low,Medium,Low
39.2,19.1,10.1,76.8,3.0,47.0,0.83,2199.9,High,Low,Medium,Medium,None
38.4,19.5,6.1,56.1,3.8,19.1,0.71,2067.8,Medium,High,Medium,High,None
28.5,22.2,0.6,78.9,5.4,58.0,0.53,1153.7,Medium,None,None,High,Medium
28.3,19.3,7.5,83.6,4.2,41.9,0.26,2289.4,Low,Low,None,Low,Low
32.5,23.3,8.3,68.7,5.2,52.4,0.24,1693.8,Low,High,High,Low,Medium
37.7,20.0,7.3,75.9,4.6,37.0,0.46,2311.8,High,Low,Medium,Medium,High
39.8,16.7,0.6,67.8,6.0,30.7,0.52,1360.7,High,None,Low,High,None
29.8,23.8,5.2,89.7,5.8,58.9,0.63,905.5,Low,Medium,High,Low,None
35.1,18.9,9.0,69.9,4.5,39.1,0.2,1609.2,Low,Medium,Medium,Low,None
32.6,20.3,4.3,87.1,5.6,53.3,0.89,1258.7,High,None,None,High,Low
39.6,22.9,5.2,85.1,7.1,57.7,0.45,2015.9,None,Low,None,Low,Medium
38.1,19.3,3.1,65.5,3.7,43.8,0.79,2427.1,High,None,Low,Low,Medium
38.1,16.6,3.8,56.5,3.6,37.4,0.57,1974.7,High,Low,High,High,Low
33.6,19.7,0.2,65.3,6.2,10.2,0.29,2307.8,None,High,None,High,Low
33.0,25.4,5.1,86.3,4.9,12.0,0.76,1570.1,High,Medium,None,None,Low
31.3,22.4,0.4,56.4,1.0,20.0,0.7,2111.8,High,Medium,High,Low,Low
28.7,22.7,2.9,71.2,7.2,19.3,0.57,2233.2,High,None,None,Low,Medium
38.4,22.3,1.7,85.3,0.7,22.7,0.56,2008.5,Low,None,Medium,High,None
37.8,18.0,3.9,62.7,6.1,25.2,0.26,1663.2,None,None,None,High,High
40.0,20.2,0.7,77.1,6.2,28.0,0.66,1864.0,Medium,Low,Medium,High,Medium
40.0,23.5,5.9,57.3,7.6,31.0,0.84,1990.9,Low,None,Low,Low,Low
34.7,17.0,7.9,50.5,0.9,14.9,0.27,1230.2,None,Low,None,None,Medium
37.2,18.8,0.9,84.7,5.0,12.1,0.38,2176.3,Low,None,Medium,Medium,High
39.3,18.8,0.6,49.9,3.7,43.7,0.83,2415.6,Medium,High,Medium,Low,None
38.2,20.3,0.8,58.6,3.0,36.9,0.4,1590.9,None,High,Medium,Medium,None
31.0,25.8,10.5,87.8,1.2,32.2,0.66,1991.8,Low,Medium,Medium,Medium,Low
33.4,16.7,3.8,62.3,4.7,41.7,0.57,2052.9,None,None,Medium,Low,Medium
29.5,21.2,3.1,93.7,4.1,51.4,0.62,1925.8,Medium,High,Medium,High,None
39.4,17.8,0.6,94.0,1.3,31.4,0.49,1730.1,Medium,High,Medium,None,High
35.3,25.7,5.2,58.4,5.1,42.1,0.41,2298.8,None,None,Medium,Medium,Medium
30.7,17.1,10.1,47.0,6.0,57.7,0.23,1563.2,High,Medium,Medium,Low,High
36.1,20.0,8.8,80.3,6.3,52.0,0.72,903.9,None,High,Medium,Medium,Low
35.4,23.4,4.9,67.5,7.3,31.3,0.72,2235.7,Medium,Medium,None,Medium,High
32.3,23.0,0.4,50.0,3.6,42.2,0.67,1945.8,High,Low,None,None,Low
29.4,20.2,0.6,80.4,7.6,18.9,0.65,2243.7,High,Low,Low,Low,Low
36.1,19.5,0.3,46.6,7.0,38.0,0.37,1035.5,None,Medium,High,None,High
34.2,20.0,1.5,88.5,2.7,59.1,0.22,852.3,High,Low,High,None,None
37.3,18.6,0.7,51.9,1.7,35.9,0.77,2388.4,High,High,Medium,Medium,High
34.2,18.1,1.5,51.4,3.8,56.4,0.54,1051.1,Medium,Medium,Low,None,Low
38.2,20.8,2.4,53.8,3.5,30.4,0.41,2176.4,Low,None,None,Low,High
34.6,18.7,14.3,93.0,4.8,59.9,0.27,2199.5,None,Medium,High,None,Medium
34.7,18.9,4.7,79.7,4.9,39.0,0.24,2004.8,Medium,Medium,High,Medium,High
38.5,22.6,9.0,85.1,6.1,12.1,0.44,1023.1,Low,None,None,Medium,None
32.8,25.7,6.2,64.9,4.3,39.3,0.76,1934.6,High,Low,High,Low,Low
29.6,22.0,0.6,61.8,1.3,23.7,0.84,2311.4,Low,High,Low,Medium,Medium
28.3,16.8,6.7,56.7,6.9,11.6,0.83,1523.4,Medium,Medium,Low,High,High
37.1,16.8,1.6,69.0,2.8,51.0,0.84,1503.0,None,None,Medium,None,None
35.4,25.5,5.1,72.6,7.8,23.8,0.84,1552.9,None,None,Medium,Medium,Low
36.4,19.0,2.1,76.6,1.4,49.8,0.57,939.9,None,Medium,High,Low,Low
30.6,16.9,30.3,57.9,7.7,24.4,0.35,2316.4,None,Medium,None,None,None
29.6,22.0,1.5,92.4,1.2,19.7,0.76,2277.6,Medium,Low,Low,Medium,Low
28.2,22.2,1.6,53.5,2.2,58.7,0.35,2496.4,High,Medium,Low,None,High
32.2,22.5,13.3,93.3,0.8,28.1,0.39,1794.8,Medium,None,Low,High,Low
35.1,18.7,0.1,45.7,5.8,40.1,0.36,2077.0,Medium,None,Medium,None,Low
32.7,16.2,6.0,69.1,6.9,40.5,0.56,1144.5,Medium,Medium,Low,None,High
33.2,25.7,6.5,61.7,3.8,38.0,0.43,1934.8,Low,None,Low,Medium,None
38.8,18.5,9.1,67.5,7.5,55.7,0.31,1904.5,Low,High,Low,Medium,Medium
32.2,22.8,18.3,73.5,4.9,43.7,0.52,2332.1,Low,None,Medium,Medium,Medium
34.2,23.1,18.6,66.8,5.2,30.2,0.81,2212.3,Medium,Medium,Medium,Low,High
37.4,22.1,0.3,65.7,6.8,53.1,0.6,2395.4,None,Low,Medium,High,Medium
32.8,19.1,8.6,81.6,2.7,19.1,0.81,2277.0,None,Low,None,High,Medium
35.5,18.7,5.2,79.3,3.2,37.2,0.34,2276.8,Medium,High,Low,Low,None
38.3,22.0,5.2,86.7,7.3,57.5,0.32,908.3,High,Low,None,High,Medium
39.4,24.7,0.7,57.5,7.3,41.3,0.6,2238.1,Medium,Medium,None,Medium,High
29.8,25.5,5.3,75.5,7.8,50.8,0.52,1832.7,High,Medium,Low,None,None
39.1,17.1,20.2,74.3,7.3,42.7,0.66,1446.8,Medium,Medium,None,Low,None
33.9,17.5,12.1,63.5,1.5,52.0,0.76,896.1,Low,High,Medium,None,High
31.1,25.4,2.9,69.3,6.7,57.2,0.73,1952.0,Medium,Medium,High,High,Medium
33.5,23.4,0.2,60.7,3.6,23.6,0.86,1357.9,High,Medium,None,None,Low
39.8,24.8,2.2,52.1,7.9,18.5,0.48,1595.2,None,High,High,Medium,High
33.9,18.0,8.8,55.7,4.0,34.2,0.34,1958.9,Low,High,None,Low,High
31.9,21.9,6.0,50.3,4.7,45.1,0.59,2350.0,None,Low,Medium,Medium,High
35.6,23.0,3.1,79.2,4.5,21.4,0.28,2203.2,Low,Medium,Medium,None,High
30.9,22.8,0.3,78.0,2.9,10.2,0.4,1566.0,High,None,High,High,Low
28.9,20.1,2.8,92.5,1.1,27.1,0.35,1459.2,Low,Low,None,None,High
29.5,16.2,3.2,81.5,7.2,58.4,0.48,1207.6,Low,Low,Low,High,Medium
29.5,21.8,13.2,47.6,6.5,44.7,0.28,1433.1,High,High,None,High,High
29.8,18.5,5.1,89.2,1.5,30.1,0.22,988.8,Medium,Medium,Low,Medium,High
29.7,20.5,1.9,88.1,6.3,19.6,0.66,2450.9,Medium,Medium,High,None,None
35.7,25.6,3.7,67.2,5.2,27.8,0.63,1775.7,High,None,High,None,None
30.2,20.0,0.3,74.3,3.6,18.5,0.7,1017.3,Low,Low,Medium,High,Low
32.1,24.4,18.0,93.8,2.4,15.3,0.66,1399.8,Medium,High,Medium,None,High
